#
# Source:        TWRI(A5)fig6 for vertical upstream face slope
# Digitized by:  William Miller
# Date:          09-07-2010
#
h.over.P          h.over.L
0.19493590758  1.4914575091
0.350451020731  1.5008545656
0.519813261592  1.51017249565
0.661433771166  1.51850609274
0.764234847286  1.52591865802
0.883652476658  1.53323627156
1.00583953157  1.54053805982
1.10305428074  1.54683968982
1.19200822915  1.55433138155
1.32527298623  1.56156986865
1.49754708023  1.57429973097
1.61982908688  1.58388669093
1.71986073746  1.5913150815
1.84768159519  1.60087039088
1.99780028486  1.61372685552
2.13679379649  1.62550403545
2.29526823865  1.63945561006
2.44543440418  1.65345466055
2.64005380598  1.67062826397
2.79585377433  1.68688083558
2.96540591866  1.70076910904
3.1295616395  1.71811679063
3.31042886533  1.7376546922
3.51063459408  1.75593923089
3.71375217598  1.77763570185
3.87232156987  1.79387244817
4.09492008229  1.81774331382
4.22297831935  1.83301155246
4.41778762462  1.85475549929
4.58757714828  1.87435670201
4.76295299889  1.89506884001
4.89941446431  1.91257477449
5.02198132616  1.92901724956
