#
# Source:        TWRI(A5)fig7 for 1:1 slope
# Digitized by:  William Miller
# Date:          09-07-2010
#
h.over.L          C
0.096174863388  2.86395532862
0.120218579235  2.86491683836
0.162841530055  2.86468392607
0.204371584699  2.86445698588
0.234972677596  2.86647555914
0.273224043716  2.8695452238
0.310382513661  2.87699244528
0.343169398907  2.88555645137
0.381420765027  2.89736928544
0.406557377049  2.90816088865
0.432786885246  2.92003941593
0.457923497268  2.93301681149
0.487431693989  2.95143479949
0.509289617486  2.9633372152
0.544262295082  2.9882827197
0.598907103825  3.02404968796
0.64262295082  3.05113320792
0.68087431694  3.07715369226
0.720218579235  3.10316820449
0.753005464481  3.12593986085
0.787978142077  3.14979246917
0.822950819672  3.17036638896
0.861202185792  3.19420108095
0.892896174863  3.21151422855
0.931147540984  3.23753471289
0.970491803279  3.25808474424
1.0087431694  3.28301233241
1.05245901639  3.30900295619
1.08633879781  3.32848995192
1.12131147541  3.34906387172
1.1650273224  3.37396159933
1.21530054645  3.40210218281
1.26229508197  3.42588909791
1.32459016393  3.4572426767
1.37049180328  3.48103556392
1.4131147541  3.49938188659
1.45683060109  3.51881513333
1.51475409836  3.54472811968
1.5737704918  3.56954223775
1.6306010929  3.58999671534
1.68961748634  3.60934635253
1.75846994536  3.62645644839
1.8087431694  3.63820358924
1.85136612022  3.64452805399
1.89071038251  3.65087043507
1.93661202186  3.65826987966
1.9693989071  3.66136940488
1.99672131148  3.66122010212
