#
# Source:        TWRI(A5)fig2 for 3:3 slope
# Digitized by:  William Miller
# Date:          09-07-2010
#
h.over.P             C
0.00197133505257  3.67162021424
0.0731129736163  3.69273209681
0.126500198373  3.70906318191
0.210350128943  3.73401606824
0.296692124578  3.75894167824
0.413558817695  3.79348343583
0.517779210474  3.825178536
0.627045725055  3.85781342988
0.71338772069  3.88273903987
0.779483237453  3.90291112874
0.886257686967  3.93557329895
1.00817050188  3.97105485023
1.112328903  4.00175560405
1.22664153938  4.03533029161
1.30544534815  4.05934338425
1.40200357072  4.08813727435
1.49606972823  4.11695844079
1.62564471335  4.15534120214
1.71709482246  4.18220095219
1.82374528863  4.21287442968
1.912641341  4.2387671097
1.99393721484  4.26275292601
2.10052568935  4.29243205713
2.20213003372  4.32216574092
2.26810156715  4.34034913708
2.34933544932  4.36334060702
2.42047708788  4.38445248959
2.50675709185  4.40838375322
2.60069926602  4.43521622694
2.71488791906  4.46680222178
2.81898432851  4.49650862924
2.95584953382  4.53182652252
3.09271473914  4.56714441579
3.20148532037  4.59182453878
3.31280995834  4.6174717318
3.41896449117  4.64019043841
3.55271771474  4.66559214442
3.69157905178  4.69292799048
3.8201621702  4.71540121008
3.93859105336  4.73500049593
4.09221880579  4.75918964491
4.21052370561  4.77680023805
4.35138117437  4.7961540369
4.48706853799  4.81257934934
4.63023209681  4.82892283277
4.73813479468  4.83968210672
4.84852955763  4.85041410434
4.94135588177  4.85934834358
4.99393721484  4.86275292601
