#
# Source:        Bos1989Cd
# Digitized by:  William Miller
# Date:          09-15-2010
#
h.over.L             C
0.0694952029906  0.848064204115
0.13055708049  0.848511227878
0.289336784043  0.848440645178
0.364143988707  0.848568739707
0.402295244817  0.84966146446
0.429749300708  0.851420803597
0.463283925444  0.854902883434
0.515086398452  0.861840901367
0.556202127938  0.868760620082
0.575991425509  0.872561629153
0.618612919248  0.880853789245
0.665793532533  0.890523619063
0.719065171359  0.901231275978
0.775374480433  0.912971531645
0.831683789507  0.924711787311
0.887993098581  0.936452042977
0.9458290853  0.948194912817
1.01584189475  0.962355893655
1.07519933077  0.97444383447
1.13609390113  0.985849475858
1.17567249627  0.993451494
1.24570621912  1.00624264764
1.30508979688  1.01661830445
1.36904295088  1.02768671738
1.44213525737  1.04014064256
1.48934201239  1.04809818838
1.53350586882  1.05536559224
