#
# Source:        TWRI(A5)fig3 for b.over.B = 0.60 slope
# Digitized by:  William Miller
# Date:          09-07-2010
#
h.over.P              kc
0.00284495021337  0.985693964641
0.0198079658606  0.984501371672
0.0395803698435  0.982931568787
0.0622332859175  0.981698333672
0.0919274537696  0.979700518187
0.124359886202  0.976611715099
0.166678520626  0.972738010567
0.201991465149  0.969985775249
0.237268847795  0.966876651087
0.290931721195  0.96256477342
0.362908961593  0.95633636456
0.451813655761  0.948558473887
0.532290184922  0.941912212965
0.600071123755  0.936428063402
0.665042674253  0.931321123755
0.72439544808  0.926968603942
0.799217638691  0.920719874009
0.865647226174  0.91595966267
0.916500711238  0.91202499492
0.999893314367  0.906072190612
1.06770981508  0.900944929892
1.12275960171  0.896266002845
1.22176386913  0.889844543792
1.31362019915  0.883116998578
1.42809388336  0.874799329405
1.52567567568  0.868388030888
1.62606685633  0.861599522455
1.74491465149  0.854322038204
1.82126600284  0.849133814265
1.92034139403  0.8434261329
2.006685633  0.83852367405
2.08879800853  0.834008585653
2.1893314367  0.828647632595
2.29555476529  0.823246037391
2.39334992888  0.818976071937
2.49118065434  0.815062995326
2.59327880512  0.811119437106
2.65849928876  0.808510719366
2.74224751067  0.806126803495
2.81749644381  0.804160739687
