#
# Source:        TWRI(A5)fig6 for 3:3 slope
# Digitized by:  William Miller
# Date:          09-07-2010
#
h.over.P               h.over.L
0.183937331856  2.36009178668
0.258284538693  2.34938123121
0.401582528881  2.33141952841
0.500854565596  2.32056654534
0.597404652635  2.31087197341
0.704937490109  2.29882892863
0.790457350847  2.29034024371
0.853964234847  2.28540591866
0.931270770692  2.27924988131
1.0168381073  2.27190378224
1.09142269346  2.26690615604
1.20468428549  2.25940180408
1.29860737458  2.253150815
1.38703908846  2.24807406235
1.51147333439  2.24279158095
1.59446114892  2.24003165058
1.75499287862  2.23682861212
1.87684760247  2.23613229941
2.004383605  2.23883209369
2.11516062668  2.23819908213
2.29240386137  2.23718626365
2.48354169964  2.23723690457
2.61924355119  2.23646146542
2.81868966609  2.23646463048
2.96551669568  2.23676847602
3.14280740624  2.23689824339
3.28409558474  2.23723373952
3.40876721  2.23766418737
3.51123595506  2.23707865169
