#
# Source:        TWRI(A5)fig7 for 1/2:1 slope
# Digitized by:  William Miller
# Date:          09-07-2010
#
h.over.L           C
0.0939890710383  2.76779240945
0.183606557377  2.76839559258
0.244808743169  2.76806115441
0.300546448087  2.76666368061
0.32349726776  2.7665382663
0.349726775956  2.76967362418
0.385792349727  2.77603392159
0.409836065574  2.78245991221
0.431693989071  2.78780495088
0.454644808743  2.79532980979
0.474316939891  2.80287258503
0.500546448087  2.81475111231
0.531147540984  2.82879154349
0.556284153005  2.84286183523
0.574863387978  2.85478216728
0.59781420765  2.86995729941
0.620765027322  2.88622532772
0.650273224044  2.90573621189
0.685245901639  2.92849592403
0.713661202186  2.94801278032
0.76393442623  2.98380363702
0.803278688525  3.01200394159
0.841530054645  3.04021021828
0.887431693989  3.07383917107
0.920218579235  3.09661082744
0.948633879781  3.11722057989
0.987978142077  3.14651378064
1.01639344262  3.16603063693
1.04480874317  3.18664038938
1.08196721311  3.21157394966
1.11912568306  3.23869330228
1.14972677596  3.25819821434
1.18032786885  3.27988891875
1.21202185792  3.30048075487
1.2393442623  3.32000358327
1.26010928962  3.33409776344
1.28415300546  3.34926692347
1.31256830601  3.36550509122
1.3693989071  3.40016721909
1.41857923497  3.42940667085
1.45792349727  3.45104959838
1.50601092896  3.4781092299
1.55519125683  3.50406999313
1.5825136612  3.51812834065
1.61420765027  3.53216279973
1.65027322404  3.54835916271
1.67978142077  3.55912687748
1.71366120219  3.57533518469
1.75300546448  3.58714204664
1.7825136612  3.59681686524
1.81967213115  3.60535698289
1.85355191257  3.61610080922
1.88087431694  3.61923019499
1.90163934426  3.62458120577
1.93551912568  3.62876765505
1.96612021858  3.63078622831
1.9956284153  3.63171787751
