#
# Source:        TWRI(A5)fig3 for b.over.B = 0.90 slope
# Digitized by:  William Miller
# Date:          09-07-2010
#
h.over.P              kc
0.0024893314367  0.99641079049
0.0593172119488  0.995290591343
0.158783783784  0.993508687259
0.246906116643  0.99216495631
0.350640113798  0.990352570616
0.454409672831  0.988897073765
0.551031294452  0.987135490754
0.653378378378  0.98569015444
0.750035561878  0.984285460272
0.850960170697  0.982850284495
0.95046230441  0.981425269254
1.05142247511  0.980346982321
1.1509601707  0.979278855924
1.25330725462  0.97783351961
1.34857752489  0.976795874822
1.45522759602  0.975676945743
1.55618776671  0.974598658809
1.65568990043  0.973173643568
1.75665007112  0.972095356635
1.85906827881  0.971363798009
1.96714082504  0.970234708393
2.06667852063  0.969166581996
2.16621621622  0.968098455598
2.27286628734  0.966979526519
2.36674964438  0.966308931112
2.46916785206  0.965577372485
2.57155049787  0.964488925015
2.66827880512  0.963798008535
2.74224751067  0.963269660638
2.81906116643  0.962720991668
