#
# Source:        TWRI(A5)fig6 for 1:3 slope
# Digitized by:  William Miller 
# Date:          09-07-2010
#
h.over.P             h.over.L
0.199192910271  1.66057604051
0.368412723532  1.66646621301
0.534863111252  1.67237221079
0.69028327267  1.67948409558
0.837395157462  1.68664345624
0.995537268555  1.69259692989
1.16208260801  1.70078809938
1.37026428232  1.71102706124
1.51460674157  1.71820224719
1.70344991296  1.72969457193
1.84783984808  1.73801234373
2.02555784143  1.74842538376
2.18665928153  1.75893337553
2.34212691882  1.76718784618
2.5199398639  1.77988605792
2.65606899826  1.78939389144
2.76722582687  1.7979015667
2.95057762304  1.81056812787
3.0978794113  1.82229783194
3.21462256686  1.83191644248
3.35084665295  1.8437094477
3.45646463048  1.85224877354
3.56489950942  1.86191485995
3.64836208261  1.8705807881
3.75412248774  1.8825478715
3.80153505301  1.89027694255
3.85462889698  1.90140212059
3.89101123596  1.91033707865
3.94701693306  1.92487418895
4.02245608482  1.94044310809
4.11226459883  1.96850134515
4.18555151132  1.99893970565
4.24465896503  2.02145909163
4.30118689666  2.0485646463
4.34940655167  2.07571767685
4.3947618294  2.10060136097
4.44598828929  2.13345149549
4.49162842222  2.16519069473
4.52910270612  2.20040512739
